-2.099357757568359375e+02,6.342263031005859375e+01,-1.236902465820312500e+02,-6.001920700073242188e+01,-1.445738315582275391e+01,-2.909064102172851562e+01,-4.251177787780761719e+00,1.241974925994873047e+01,1.273930168151855469e+01,9.053965568542480469e+00,-6.808077812194824219e+00,-2.136558771133422852e+00,-1.334995365142822266e+01,6.678025722503662109e+00,-3.144793987274169922e+00,-3.695392847061157227e+00,-1.576819419860839844e+01,-3.871859908103942871e-01,-3.250793457031250000e+00,6.490811824798583984e+00,-1.135261249542236328e+01,-7.688302516937255859e+00,5.416355133056640625e+00,-2.702993154525756836e+00,-6.279980659484863281e+00,4.525760710239410400e-01,-3.879338741302490234e+00,5.369689941406250000e+00,-6.664165496826171875e+00,-4.454917907714843750e+00,3.972543776035308838e-01,8.100587844848632812e+00,-1.073053717613220215e+00,2.720708847045898438e+00,-6.713975429534912109e+00,-1.879790186882019043e+00,2.012208223342895508e+00,-6.625427603721618652e-01,-1.898230791091918945e+00,1.354952692985534668e+00
-4.172910461425781250e+02,1.001485061645507812e+02,-4.386925125122070312e+01,5.195311355590820312e+01,9.044405937194824219e+00,8.780205726623535156e+00,1.037592124938964844e+01,2.731387615203857422e+00,6.175258159637451172e+00,5.065143108367919922e+00,-4.370661258697509766e+00,1.467556858062744141e+01,-3.529977083206176758e+00,8.043687820434570312e+00,4.821467399597167969e+00,2.613327741622924805e+00,1.050578355789184570e+00,7.758825778961181641e+00,-3.138752937316894531e+00,4.103150844573974609e+00,-5.638865232467651367e-01,6.830624103546142578e+00,-8.079903721809387207e-01,7.228636264801025391e+00,-7.989799380302429199e-01,7.539620995521545410e-01,-4.168339729309082031e+00,1.259815335273742676e+00,-6.396233081817626953e+00,1.322720646858215332e+00,-1.674116015434265137e+00,2.705458879470825195e+00,-1.922358036041259766e+00,1.159320116043090820e+00,-1.214157342910766602e+00,1.204227328300476074e+00,-2.993197202682495117e+00,1.985135316848754883e+00,-2.078255653381347656e+00,1.985176563262939453e+00
-4.527745666503906250e+02,1.132430267333984375e+02,-3.850155258178710938e+01,4.406280517578125000e+01,7.760896205902099609e+00,1.624623489379882812e+01,1.606238555908203125e+01,2.090137958526611328e+00,6.015342712402343750e+00,4.747480392456054688e+00,-5.994339466094970703e+00,9.115463256835937500e+00,1.097268819808959961e+00,7.409478187561035156e+00,3.022118091583251953e+00,3.621912002563476562e+00,-4.341919422149658203e+00,1.538958430290222168e+00,-8.131962418556213379e-01,1.007704257965087891e+01,1.813807845115661621e+00,5.974813461303710938e+00,-1.081121563911437988e+00,2.330769300460815430e+00,-3.418844699859619141e+00,2.556842803955078125e+00,-2.749333143234252930e+00,7.071959376335144043e-01,-3.357366800308227539e+00,2.833578586578369141e+00,-3.883863091468811035e-01,2.522507607936859131e-01,-5.705590248107910156e+00,-3.713189363479614258e-01,-3.307569980621337891e+00,1.831808537244796753e-01,-3.394419670104980469e+00,4.142498970031738281e+00,-3.791270554065704346e-01,1.092503905296325684e+00
-4.068654174804687500e+02,9.206992340087890625e+01,-2.597456932067871094e+01,4.371427536010742188e+01,1.064452457427978516e+01,5.920063018798828125e+00,1.148007488250732422e+01,-7.131369113922119141e-01,5.773804187774658203e+00,2.349853038787841797e+00,-5.478153705596923828e+00,1.507441902160644531e+01,-4.084164798259735107e-01,7.850390434265136719e+00,-3.150220513343811035e-01,3.487147390842437744e-01,2.577377796173095703e+00,4.985544681549072266e+00,1.527538537979125977e+00,4.135988235473632812e+00,-4.625779151916503906e+00,4.974288463592529297e+00,-5.260557651519775391e+00,3.258733749389648438e+00,-2.756513833999633789e+00,7.381094694137573242e-01,-4.185386657714843750e+00,7.604349851608276367e-01,-4.849670410156250000e+00,-7.817232012748718262e-01,-5.516335010528564453e+00,1.766702055931091309e+00,1.914980709552764893e-01,1.853795766830444336e+00,-3.267358064651489258e+00,2.164539575576782227e+00,-2.544561862945556641e+00,-8.294677734375000000e-02,-3.369403123855590820e+00,1.356138586997985840e-01
-4.400514831542968750e+02,1.047527999877929688e+02,-4.360167694091796875e+01,5.162308120727539062e+01,1.132363510131835938e+01,1.680943489074707031e+01,1.085111522674560547e+01,2.385326862335205078e+00,1.040018272399902344e+01,3.419037103652954102e+00,-8.127325057983398438e+00,1.125843048095703125e+01,1.300388216972351074e+00,5.528855800628662109e+00,5.766482353210449219e+00,6.152901649475097656e+00,-2.969591379165649414e+00,2.741533517837524414e+00,-5.354141712188720703e+00,9.998422622680664062e+00,1.453632473945617676e+00,4.882909297943115234e+00,-1.086387038230895996e+00,3.879756212234497070e+00,-3.042284965515136719e+00,2.294352769851684570e+00,-2.131860017776489258e+00,5.175624370574951172e+00,-1.542020082473754883e+00,6.018235087394714355e-01,-3.442212104797363281e+00,-3.636285960674285889e-01,-1.424802422523498535e+00,2.961400270462036133e+00,-3.347919702529907227e+00,1.410702824592590332e+00,-2.162862539291381836e+00,3.606248378753662109e+00,-4.322049319744110107e-01,1.647151827812194824e+00
-4.415317993164062500e+02,1.097187042236328125e+02,-2.668987083435058594e+01,4.839772033691406250e+01,9.720191001892089844e+00,1.838436126708984375e+01,1.241645336151123047e+01,5.378127098083496094e+00,4.701979637145996094e+00,4.559679508209228516e+00,-2.889819622039794922e+00,9.297890663146972656e+00,2.337266921997070312e+00,7.148301124572753906e+00,2.350501537322998047e+00,1.327245593070983887e+00,-3.851311683654785156e+00,3.811510324478149414e+00,-2.647838115692138672e+00,7.179724216461181641e+00,-2.775284349918365479e-01,4.158968925476074219e+00,-2.793027400970458984e+00,3.464755535125732422e+00,-2.763049840927124023e+00,1.942544221878051758e+00,-4.132348060607910156e+00,2.019197225570678711e+00,1.985932290554046631e-01,3.435191154479980469e+00,-2.279279232025146484e+00,1.049723386764526367e+00,-3.794237852096557617e+00,2.500932216644287109e+00,-2.490055561065673828e+00,5.894320011138916016e-01,-2.890065908432006836e+00,2.070514917373657227e+00,-2.034662246704101562e+00,3.491714000701904297e-01
-4.697401428222656250e+02,1.101375427246093750e+02,-1.932760810852050781e+01,4.690916061401367188e+01,1.094043159484863281e+01,1.815201377868652344e+01,9.169608116149902344e+00,3.917961597442626953e+00,6.067499160766601562e+00,3.804324865341186523e+00,-1.774950623512268066e+00,1.281671714782714844e+01,1.987087368965148926e+00,7.071550846099853516e+00,6.849703192710876465e-01,1.963377356529235840e+00,-3.272720336914062500e+00,2.514018058776855469e+00,-3.344080209732055664e+00,4.915328502655029297e+00,-2.048955917358398438e+00,7.478392124176025391e+00,-5.903309583663940430e-01,5.322689533233642578e+00,-1.060425639152526855e+00,9.429520368576049805e-01,-2.417701005935668945e+00,1.723033785820007324e+00,-1.725538492202758789e+00,3.257003784179687500e+00,-1.085793256759643555e+00,7.855743169784545898e-01,-4.157451152801513672e+00,1.481093883514404297e+00,-2.509352922439575195e+00,3.017118453979492188e+00,-2.192213058471679688e+00,2.537836551666259766e+00,-1.762317419052124023e-01,1.181694865226745605e+00
-4.575546569824218750e+02,1.074475479125976562e+02,-2.003106689453125000e+01,4.081155014038085938e+01,3.913866281509399414e+00,2.292725753784179688e+01,1.515261936187744141e+01,8.500834465026855469e+00,5.600752353668212891e+00,6.576335430145263672e+00,-2.894692182540893555e+00,1.008503532409667969e+01,7.318342924118041992e-01,3.806468009948730469e+00,1.443817973136901855e+00,1.333173513412475586e+00,-7.127251029014587402e-01,6.955715179443359375e+00,-7.268708944320678711e-01,4.539153575897216797e+00,-1.632172346115112305e+00,3.572653770446777344e+00,-1.858907938003540039e+00,4.035863876342773438e+00,-4.170555114746093750e+00,8.015866279602050781e-01,-3.210177898406982422e+00,-2.475419491529464722e-01,-2.393342256546020508e+00,2.144041776657104492e+00,-6.296217441558837891e-01,9.916371107101440430e-01,-2.908005714416503906e+00,3.217043399810791016e+00,-3.644540786743164062e+00,8.144503235816955566e-01,-2.190994977951049805e+00,-8.120760321617126465e-02,-4.123322963714599609e+00,2.571764707565307617e+00
-4.665913085937500000e+02,1.189879226684570312e+02,-3.071551513671875000e+01,5.130608749389648438e+01,4.394981384277343750e+00,2.238299560546875000e+01,1.286505699157714844e+01,8.002122879028320312e+00,7.454607963562011719e+00,3.846890687942504883e+00,-3.023728847503662109e+00,1.375750446319580078e+01,-1.298763304948806763e-01,8.819494247436523438e+00,1.073891758918762207e+00,2.825270175933837891e+00,-2.231662750244140625e+00,4.053933143615722656e+00,-3.977059602737426758e+00,3.836456537246704102e+00,-8.923940658569335938e-01,4.670803070068359375e+00,2.452838867902755737e-01,4.446796894073486328e+00,-1.280486702919006348e+00,-9.814574122428894043e-01,-2.183763027191162109e+00,6.756810843944549561e-02,-1.729194045066833496e+00,1.294531106948852539e+00,-4.811992347240447998e-01,2.800031185150146484e+00,-1.516406059265136719e+00,2.170092344284057617e+00,-2.149683713912963867e+00,4.674923419952392578e-01,-3.832511425018310547e+00,1.499966502189636230e+00,-1.971567869186401367e+00,-9.728012681007385254e-01
-2.727078247070312500e+02,9.727353668212890625e+01,-8.664395141601562500e+01,-8.817463874816894531e+00,3.807109832763671875e+00,-1.652610969543457031e+01,-1.386413764953613281e+01,2.079897373914718628e-01,-6.940031051635742188e+00,1.309538173675537109e+01,1.080980014801025391e+01,1.089639472961425781e+01,2.492546558380126953e+00,1.429664731025695801e+00,-5.871388912200927734e+00,2.889840841293334961e+00,2.924651145935058594e+00,2.371461629867553711e+00,-2.266185283660888672e+00,9.210426330566406250e+00,4.767807483673095703e+00,1.621830463409423828e+00,3.828700780868530273e+00,1.617093801498413086e+00,-3.143636465072631836e+00,6.165516853332519531e+00,-1.227428793907165527e+00,4.290551662445068359e+00,7.458882331848144531e-01,2.434491634368896484e+00,3.013210058212280273e+00,2.950505018234252930e+00,-2.696539640426635742e+00,2.183978319168090820e+00,3.613379895687103271e-01,3.187771558761596680e+00,7.115110754966735840e-01,1.342904686927795410e+00,1.508883118629455566e+00,1.934428453445434570e+00
